review_uid,source_file,book_id,user_id_hash,rating,review_text,word_count,length_bucket,date_added,timestamp,has_spoiler,n_votes,n_comments
89791ba0598a799e,goodreads_reviews_spoiler.json,22557272,b9fbc3c14478c366,5,"A debut psychological thriller that will forever change the way you look at other people's lives. Rachel takes the same commuter train every morning. Every day she rattles down the track, flashes past a stretch of cozy suburban homes, and stops at the signal that allows her to daily watch the same couple breakfasting on their deck. She's even started to feel like she knows them. ""Jess and Jason,"" she calls them. Their life--as she sees it--is perfect. Not unlike the life she recently lost. And then she sees something shocking. It's only a minute until the train moves on, but it's enough. Now everything's changed. Unable to keep it to herself, Rachel offers what she knows to the police, and becomes inextricably entwined in what happens next, as well as in the lives of everyone involved. Has she done more harm than good? Compulsively readable, The Girl on the Train is an emotionally immersive, Hitchcockian thriller and an electrifying debut. Oh wow, what an awesome book this was! I can't believe it's a debut novel! Not that I haven't read good debut novels before, but this one really knocked my socks off. The novel alternates between the perspectives of three different women. I can't say that the characters were all that likeable, but I'm pretty sure they weren't supposed to be. I liked Rachel the most, but she frequently made me cringe with her embarrassingly bad decisions. I really felt more sorry for her than anything else, I guess. Megan was just incredibly messed up, and Anna...well, I pretty much couldn't stand Anna. However, Hawkins seems to be a master at making you care about characters that are deeply flawed. In fact, maybe that's a part of what made this book so interesting. The characters are so messed up, you can't help but wonder what they will do next. It was akin to watching the Jerry Springer show or rubbernecking at an accident scene. Completely voyeuristic, but very enjoyable. I know most people aren't going to believe me about this, but I saw the twist coming before the reveal. I think it's only because I had insomnia one night and couldn't help but think about the book. I can't say what tipped me off because I don't want to give anything away, but when you're lying in bed for an hour or more, unable to sleep, there's time to scrutinize a lot of things and some stuff just wasn't adding up. That's all I'm going to say about that. The writing was done very well, the plot moved quickly, and I didn't notice any holes in it. I really just feel like this book was a literary masterpiece. I can't gush about it enough. Obviously, I'm giving this one five stars. I'd give it a higher rating if I could. If you haven't read this book, you really should as soon as possible. I listened to the audio book and I was really impressed, so I highly suggest reading/listening to it on audio. The narrators were amazing and they just brought it to life. 5 stars. This review was originally posted on Bookworm Book Reviews",559,long,,2016-02-11,False,,
1316e096c847bf80,goodreads_reviews_spoiler.json,23452651,9d130be05b880061,0,YEEESS!!!!!! FINALLY a story for Captain!!!,6,short,,2015-08-07,False,,
f5b1607584ae2bcb,goodreads_reviews_spoiler.json,6101138,c3a286c31f31d64a,2,"i see its charm, but it just wasn't for me - i stopped reading about 1/3 of the way through.",21,short,,2013-03-17,False,,
0a5c71c86750435a,goodreads_reviews_spoiler.json,18392495,26c8001b678a5f65,2,"I loved My Life Next Door, so this book crushed me a little bit. And not in a good way. *tears of YA romance disappointment*",25,short,,2015-12-18,False,,
72e1685b6f57b3b8,goodreads_reviews_spoiler.json,8572704,a6c8cb07cc205807,3,"Rating Clarification: 3.5 The adventures of Tam and Gabriel continue with more time travel, Talents, spy works, and, of course, the evil Knights. I must say I really liked Once a Witch, the first installment in the Witch series, it was short and light and funny, a perfect read when all you want is to relax yourself. The main flaw in the first book was that its shortness and its fast pace made it difficult for me to truly connect with the characters, except maybe for Tamsin, since the book is written in her POV. Even though this second installment was a bit longer and the story develops in an interesting way, I still felt kind of detached from Gabriel and Tam's family, which is the reason I can't give this book more than tree and a half stars. I love the time-travel part, all the oh-wait-this-hasn't-happened-yet is so intriguing and funny, it's one of the best parts of the book. Some things could be better explained, though, like why Liam kissed Tamsin with no apparent reason at the beginning of the book. Overall, this was surely a nice read which I recommend to the fans of Always a Witch and if Ms MacCulloguh will write another installment, which I think she will, I'll make sure to get a copy.",232,long,,2011-02-15,False,,
1ffa027dc1452585,goodreads_reviews_spoiler.json,11660590,e0aaf3c5415fea22,1,"A concise summary: nonsensical plot, characters flatter than a piece of paper, ridiculously bad dialogue, and casual racism and sexism. Bonus: the protagonist wanted to laugh after his friend told him she's scared she'll get raped because her sister got raped once. My first Michael Critchton book, am very confused and disappointed.",54,medium,,2016-07-27,False,,
d8030f0ac9fe3df8,goodreads_reviews_spoiler.json,28196200,938f85beffe2a4e6,4,"Dude, who would have thought this series was so, so legendary? As you can tell, I did remove a star. For good reason, okay? The Marc and Lily fighting was obviously necessary, considering he left her with nothing but a letter, but it did get excessive. That's one of my main complaints. The other is the sex scenes weren't as extravagant as they'd been in the first book. Fortunately, it did not hinder my reading experience all that much. Freakin' amazing series overall. Super excited for Kingsley's story!",92,medium,,2017-08-09,False,,
583fa0a74e0fbe48,goodreads_reviews_spoiler.json,13545075,dfbb9c47f33a36a8,0,"WHOA. I was always hoping there would be a sequel to Unwind (that ending was just too open-ended!! ), but now that it's confirmed that there *will be* one. Oh my goodness, I'm so excited, and I know nothing about the plot (more twists, turns, and suspense, of course), the timeframe (taking place a few months or YEARS after the first book? ), or the characters (same cast or not?). That is definitely the mark of a GREAT first book if I'm wondering about the sequel even YEARS before it may see print. Anyway -- I love the word play with this title. UnWholly. Now, the *obvious* play comes from how it is a homonym to unholy -- like actions that are despicable, horrendous, and sinful (like how the process of unwinding itself can be perceived). On the flip side, though, ""wholly"" means ""completely"" -- so unwholly would be incompletely. .like someone's body, mind, and soul after he/she has been unwound. (Those are the pathways MY mind takes with the title, though. :) ) I just love it. So inventive. Neal Shusterman, you are very gifted. Oh yes indeed. I very much look forward to this sequel. Here's hoping you transcend even your own high bar and soar to make us readers all awed and amazed.",216,long,,2013-12-30,False,,
8a88ade6a41a5ffe,goodreads_reviews_spoiler.json,8987161,0495ff8d7da61cbf,2,"Can't breathe, oh no. I just, what am I, why does this exist and why did I read it? Fuck if I know. When I told my husband the plot to this book, he quoted the Shawshank Redemption (movie). He was like, ""I'll pull you out of that one-bunk Hilton and cast you down with the Sodomites."" Because according to him, I have been reading some classy YA and this is just, scraping the bottom of the barrel YA. I objected because I know there is WAY WORSE out there... but at the same time, when a main character is comparing herself to Kathy from Wuthering Heights you've got to take a step back and examine your life choices.",123,medium,,2015-03-15,False,,
b6dda1ed69c55be0,goodreads_reviews_spoiler.json,14061957,a166b014531766b0,5,"I only wish there was more Darkling and more from this time in Ravka history when Grisha were still hunted. Merged review: Nothing tops Siege and Storm for me, however I thought Ruin and Rising was a wonderful conclusion to this trilogy and I cried and cried over the final afterward. This is a great example of how a novel can end perfectly without things being perfect by journey's end.",71,medium,,2014-12-17,False,,
01d5de472922e909,goodreads_reviews_spoiler.json,20652088,3cd44be453d07bd5,2,It was okay... I sort of expected more from this book seeing as its a retelling of cinderella... *sigh*,19,short,,2016-11-12,False,,
9269f7bc743f0b0c,goodreads_reviews_spoiler.json,15776309,c4c9b61bef909137,3,"The premise of this story seemed interesting and even though it took me way longer that it should have, this book was actually pretty good. Lawyer Kate Baron gets a call at her office on a busy day to come to the office to pick up her daughter Amelia who is in trouble. Kate is shocked by this as her daughter had never been in trouble and gets to the office late only to discover that her daughter is dead. She apparently jumped off the roof. A few months later a distraught Kate gets a text from an unknown number, ""Amelia didn't jump."" The story does something weird here, where you hear the story from Amelia's point of view a few months before the apparent suicide. The author does well by switching the voices between the mother and the daughter. One is struggling with her daughter's death, the other is struggling with surviving the exclusive high school she belongs too. As the story unfolds on both perspectives the list of suspects grows with each page. While Kate has a list of secrets and men who could potentially be Amelia's father and part of the mystery, Amelia gets herself involved in a group who call themselves the Magpies and immediately rubs the leader Zadie the wrong way. Amelia then falls in love with another member called Dylan. The story grazes over Amelia's discovery that she was gay. It was an interesting plot development and I think I appreciate that it was just a thing that happened to be true, rather than what defined Amelia as a person. As the story plays out, the suspects all look incredibly suspicious at different times in the story and the pace is brisk without getting bogged down with the amount of characters you're expected to remember. The story closes in an anti-climatic way and honestly you hate that you got to hear from Amelia and learned to like her only to see her die. You feel sorry for Kate because even though she is moving forward in the end, she lost her only daughter. The narrative voice was odd at times and the book could have used a few edits, but over all I was pleased with the read and the author did a great job at answering all the questions she posed, even the ones you didn't realize needed answering.",404,long,,2016-05-05,False,,
73715f291f20160e,goodreads_reviews_spoiler.json,170970,ab67f6fa4f56c476,4,"I like the premise of the Dark Fusion series, fairy tale meets myth. And I thought this was a good story. The fairy tale it spins from is ""Goldilocks and the Three Bears"". I won't mention the myth as that would be spoiler-y, but Dreadlocks was creative and I'll probably pick up another Dark Fusion read.",59,medium,,2014-08-31,False,,
c408e000b326aa2b,goodreads_reviews_spoiler.json,3996887,c4a73864241451cc,3,"Overall, I enjoyed the Jessica Darling series.",7,short,,2011-03-07,False,,
b748eb835ad9bb99,goodreads_reviews_spoiler.json,49041,c99cf6d404baefb8,1,"(read my review of Twilight first) Moral: If your aforementioned murderous lover runs away from you, throw yourself into a bottomless pit of depression for months on end. Then jump into the ocean. When your lover discovers what they thought was your suicide, they WILL try to kill themselves. Go after them and stop them from doing this. Remember, it's true love. You're supposed to have their babies.",70,medium,,2016-10-27,False,,
64257cdf8277e320,goodreads_reviews_spoiler.json,13641105,8cedb9abbb04bc9b,2,Thought the ending was a little predictable. probably won't continue with the series,14,short,,2014-10-13,False,,
f23094d485049859,goodreads_reviews_spoiler.json,8204005,b761e835d8ef9950,0,"DNF at about 36 % I liked it, loved the characters, they're so real. BUT, there's that but.. It was soooo slow.. And I know I said that I wanna read a slow book, but it's like there's nothing happening! I got really tired with that back and forth ... le sigh. I hope one day I'll find some strength to finish it, cause like I said, I really liked those characters! Peace, A.",77,medium,,2013-11-14,False,,
384b7df9428b046d,goodreads_reviews_spoiler.json,929783,26f55d529d0edf44,1,"Jack London wrote a dystopia! Did you know that? I didn't! It is terrible. The first 75% is pure political screed. And not very well scrode, either; it's hysterically and ineptly scridden. Jack London was a socialist, and this book makes socialism look bad through its sheer incompetence. (By the way, that Lincoln quote didn't happen.) The fact that I happen to agree with the basic ideas here doesn't make the book any less boring. When the plot finally does kick in, it's...well, who cares what it is? Without discussion*, if it hasn't kicked in by the halfway mark, it's too late and it's a shite book. * Isn't that annoying, when I say ""Without discussion""? It feels bossy and obnoxious, right? The very words make you want to argue, even if my point is perfectly agreeable. Well, London uses that phrase like ten times in this book. What I was going to say is, just when the plot is about to get going, 150 pages too late (no plot spoilers here but still, minor)... it ends, in the middle of a sentence. Literally in the middle of a sentence. The last of many irritating footnotes explains that the ""manuscript"" just cuts off here, and what a shame because we were just getting to the interesting part. That is a lie, though; this is a made-up book written by Jack London, which means that Jack London could have just written the interesting part, if he wanted to. He's certainly written interesting parts before, it's not like it's beyond him. Maybe he could have written one of the stories he sortof mentions in passing, like the 69-year-old grandma assassin. That could have been a cool story. But no! Instead, he did the opposite of that. Of all the possible parts of this book, he wrote the least interesting one. Iron Heel feels like a political pamphlet, with the outline for an interesting novel jotted in the margins. Without discussion, the book London didn't write would have been better than the one he did.",358,long,,2016-08-30,True,,
cdbd57c25dd955d3,goodreads_reviews_spoiler.json,256008,c8fa34cbe464cf2a,0,I'm going to have to leave this one be for now. I've been reading it since June and I'm at the halfway mark. I've felt characters more deeply from a tenth of this page count.,39,medium,,2014-10-18,False,,
9bf88238557015d5,goodreads_reviews_spoiler.json,9595620,d54118fe001b57fe,0,Read up to page 119,5,short,,2011-11-10,False,,
f61bd3427a29bb80,goodreads_reviews_spoiler.json,27083865,f3ce7030ce853bfc,5,Review posted under Sheila's Book Corner,7,short,,2016-03-05,False,,
d54cf6d7a9efbff4,goodreads_reviews_spoiler.json,28260524,891a0d3181c54b5a,3,"This had the possibility to be SO GOOD. Sadly, in the end, it just fell flat.",16,short,,2017-03-20,False,,
ef6dd0d902562f20,goodreads_reviews_spoiler.json,28587957,6f7839c0229f4508,3,"This book left me very split. My first reaction to it was hesitancy. I wasn't really sure I felt okay with a white woman portraying a black woman facing modern day racism. Which this feeling still holds true. I have only ever interacted with Jodi Picoult as an author that the white, Christian women that I was surrounded with growing up were obsessed with. I have never really experienced any person of color talking her praise. Now, I'm aware that this is unfair of me to hold her readers against her but this was what I was feeling to start. Then as I read, I felt a little less queasy about it as I saw that Ruth seemed like a real person that I actually know. BUT, I was still annoyed that the main interaction of racism was with a white supremacist. Obviously, these people still exist in our society but it is openly shunned and I feel like the systematic racism in America would have been the bigger story. Thankfully, Jodi eventually does address this even though I found it to be a little too on the nose. As the story progressed, I did find an easier time in reading it although I started to find Ruth to not be as real as I found her to be in the first 100 pages. I also felt like the outcome of the book was wholly unrealistic. I didn't think that the twist or the outcome of the trial or the epilogue were realistic AT ALL. Call me a pessimist but there's no way that the charges against Edison would have been dropped, that Turk would have changed completely and now does talks regarding hate and that Judge Thunder would have acquitted Ruth completely. I also thought it unlikely that Edison would have gotten into Yale considering how much he skipped school as well as the arrest (although I know he wasn't charged) wasn't erased from his permanent record. I found the ending to be so unrealistic that it actually brought my rating down from a 4 to a 3. Despite all my critiques, I did enjoy it enough to not just drop the book and I think that this is a great first start to a discussion on modern day racism to all those white women who are her readers. And to her credit, Jodi addresses her privilege and limited POV in the Author's note.",412,long,,2017-02-06,True,,
bab5de06c688aa26,goodreads_reviews_spoiler.json,9461872,07e07761044cdf2b,0,"Before picking up Sisterhood Everlasting I read numerous reviews, including some with spoilers. So many readers expressed a range of opinions from disappointed and sad to satisfied and grateful. More than a few questioned the direction Ann took the characters. So, knowing all this, I approached this novel from an author's eye. I wanted to read it for the sake of understanding how Ann saw the lives of these beloved characters. I'm really glad I did. It helped me to think about it not as a fan, which I am, but from a place of appreciation of the intensity, love, and devotion every author puts into their novels. It wasn't about taking the characters where the readers thought their lives should be, but about the vision Ann had and the voices of those characters and how they spoke to her. From that perspective, the story was not only plausible, but authentic. There are so many beautiful and heartfelt gems one can take from reading Sisterhood Everlasting. The incredible love and power so unique to women and the relationships between them. The disappointments, heartache, joys, revelations, and love. If you've read the other books in The Sisterhood of the Traveling Pants series expect this to be different, expect this to be more serious, expect this to touch you deeply. Read it with an open mind and set aside your preconceived notions on what you may have hoped for with these characters. Some of those hopes will come true - I promise. Whatever you do, don't miss Sisterhood Everlasting.",261,long,,2011-08-01,False,,
359fb7b0c09e3fa7,goodreads_reviews_spoiler.json,13615258,532848b46990ee38,2,Was it necessary?,3,short,,2013-08-19,False,,
ef8abdafb22bcb46,goodreads_reviews_spoiler.json,11447921,8c56d97a8ec24c20,5,"I really liked it, and wish I could articulate the way the themes all seemed to blend together. I would definitely read the author again, but I couldn't help but think it would be stronger without the Liv Tyler, et. al. bits. Those just felt like they'd been hammered in, with a lot of name dropping and unrealistic dialog to show off the research done, and felt a little libelous to be writing historical fiction like this, about people so recently deceased. This is not to say I didn't enjoy it. I am coming to realize I am a sucker for this kind of strong, modern general fiction.",111,medium,,2015-04-29,False,,
9b34c0ee189ccda9,goodreads_reviews_spoiler.json,10862724,0b06a335030873e7,1,"Sub-par mystery, if you can call it that, and terrible art.",12,short,,2014-12-24,False,,
38d7f83462890847,goodreads_reviews_spoiler.json,253106,6bb856a522d9007d,4,"I read banned books. That's how I found this one. It was on the list of top 100 banned books or some such. It came up as a Kindle deal, so I got it. I generally have several books going at once and one is always a Kindle book that's more fluffy to read at the gym. I want to be entertained while I exercise, but since my body's getting a workout, I don't want my brain to at the same time. So I read a lot of YA and romance at the gym. I don't condone book banning. But I can see why this one makes the list. It touches on everything. Underage drinking, masturbation, self-harm, piercing, date rape, etc etc etc. I thought it was a very good book that managed to be entertaining why taking on some hard stuff. The drinking and masturbation were just mentioned. The piercing was a way for the character to rebel. The real meat of the book came from the date rape and self harm. It feels like it would be a good book for girls in their later teens to read, especially ones dealing with self-image problems.",203,long,,2012-09-14,False,,
3701f33cacc81f30,goodreads_reviews_spoiler.json,1162543,45708aca84aab7bb,1,"2008 rating - 4.5 stars 2016 rating - 1 star I very clearly remember when I first read this book - I stayed up for hours without eating, drinking, or even using the bathroom. And I remember my mom coming into my room to tell me that I had to go to sleep because I was hysterical when I thought that Bella was dying. I remember finishing the book and wanting to immediately start reading it again. And when I read it again in 2016, I saw where my almost 16 year old self was coming from. Despite how terrible it is, Breaking Dawn really is an addictive read. But for my almost 24 year old self, it's addictive because it's such a train wreck. At this point, I think that everyone has pointed out what is wrong with this book, so I don't really know if I want to write an entire review on it. I will say that you know it's bad when an author has a chapter called, ""Contrivances,"" because, really, the entire book should have been called that. I remember being frustrated when I first read it that Bella got everything she wanted, but at the same time, I still loved it precisely because she got a happy ever after (and who doesn't want that?). Now, though, I realize that it is complete BS that she got literally everything she wanted. Meyer literally went back on everything she had previously written and said in interviews (and I know this because I read Twilight Lexicon like it was my Bible. It was a dark time in my life and I shudder every time I think about just how addicted I was to this series). I don't really feel like re-hashing all of the improbabilities that should not have happened, but just know, they are there and they are making my head hurt from how frustrating they are. And the whole no one but Irina dies thing? No thank you. It was such a let down that four books built up to this epic battle that ended up being a cop out. I remember sitting in the theater watching the last film with one of my college buddies and we freaked out when the battle began because we finally got to see some action. We were both giddy when they went after Jane and were cheering throughout the entire battle. And then we were disappointed when it was all a dream. But hey, at least it was better than what the book delivered. I don't even really wanna touch on the characters other than to say that this is the book that Bella is the absolute worst (she progressively gets more and more horrible throughout the series). Her treatment of both Edward and Jacob is appalling. How can she claim to love either one of them when she is so selfish and hurts them both all the time? And Edward goes from being controlling asshole in Eclipse to Bella's doormat in Breaking Dawn. It's disturbing how he just caters to her whims no matter how destructive they are for her. I really wanted Jacob and Leah to end up together, but no. Meyer just had to have him be a part of Bella's life so that Bella could get everything. I'm still nauseated by the fact that he imprinted on her daughter. I just. Nope. I think that's the best word for this entire book: Nope. Everything about it is wrong. The writing is terrible. The story is bullshit. And Edward calling Jacob his son just made me gag. Okay. I think that's enough for now.",620,long,,2016-12-31,False,,
0c584e2c817bfb3b,goodreads_reviews_spoiler.json,13037619,348fe799331f58bb,4,"This was an adorable novella set in Ms. Harper's ""Nice Girls..."" world of vampires. Miranda's lead a crazy life and has finally found what she hopes will be steady employment as a driver for a vampire car service. Pretty much anything that can go wrong, will go wrong when Miranda's involved, and when she has to pick up snooty, uptight Collin and drive him to Half Moon Hollow, crazy hijinks insue. This was a fun novella that reminded exactly why I love the ""Nice Girls"" series, and it includes excerpts at the end of two upcoming releases.",100,medium,,2012-02-16,False,,
a83a66cefd9441e3,goodreads_reviews_spoiler.json,18053060,1ec480a0393aa8a4,1,"This is the story of Oz as envisioned by a group of CW network executives working down a checklist used for just about every generic teen drama made by a network: you've got your beautiful mean-girl females who make life hell for Amy, the awkward pink-haired loner who lives in trailer park, gets her clothes from thrift stores and is, of course, socially outcast, angry, with little self-confidence. Then there's the dreamy boy who Amy is attracted to but naturally, boys like that only go for the beautiful mean-girls...until the discovery of her latent, kickass magical powers, plus the inevitable makeover (because girls are all about makeup and shoes, am I right?) The author doesn't bring anything new or interesting to any of these cliches. More disappointing that that, though, is how the character of Amy is a whole lot of 'telling' and not 'showing'. We spend very little time with her in Kansas before she's pulled into Oz, so there's not much in the way of backstory or experiences that really give you a feel for her, beyond the obvious scenes that quickly establish very broad strokes about her: being bullied at school, arguing with her mother, her feelings of abandonment by her father, etc. Again, typical teen themes done in a very straightforward way. Once Amy is in Oz what you learn about her comes from what other characters say to her, about her. For example, as the Wickeds train Amy to learn to use magic and fight, one witch uses her convenient mind-reading abilities to find out about Amy's issues with her father, mother, her fears that hold her back, etc., passing this information along to other characters so they can goad Amy into tapping into her latent magical and fighting abilities. It's a lazy way to develop a character and it's boring for the reader as it puts he/she into a very passive position, just waiting for the author to tell them whatever else they need to know rather than making the reader interact with what's going on in the story and have that character become real in their mind. There's a promising foundation here, one that hints at a darker, more sophisticated narrative, but it's buried in unfortunate teen drama cliches.",394,long,,2015-01-02,False,,
408d53b5615f7698,goodreads_reviews_spoiler.json,10964,8be2f27e35f4cc57,5,"It took me exactly a full year but I finally finished! Hahahaha! I actually listened to it as an audio book which I started on our road trip to Utah last year for Thanksgiving, and finished on our road trip home from Utah for Thanksgiving this year! I don't listen to audio books very often (other than on long trips, usually!) but REALLY appreciated this one as an audio book because of the pronunciation and spelling of Gaelic words and names throughout. The narrator (Davina Porter) was amazing! The story was a wild ride that I thoroughly enjoyed. I've already got the next few books in the series downloaded as audio books, so here's hoping for some more long travels to use as an excuse to listen!",130,medium,,2016-11-28,False,,
e026acad677d474b,goodreads_reviews_spoiler.json,13183957,368e863a49d9592d,5,I love this series!,4,short,,2014-08-15,False,,
abca2173e2a0cc6a,goodreads_reviews_spoiler.json,21413855,d1205b2c0604fd6b,2,"Nothing special about the writing. Lots of stuff suddenly happening-screaming, door banging, etc. a new supernatural being was introduced and that was interesting for about a minute. I watched a couple of the YouTube episodes with Paige and she seemed like a cool girl but the book was boring. I like to think of myself as a horror movie aficionado and this was not creepy or scary. I did however love the cover.",74,medium,,2015-02-15,False,,
b2c3c46ecf05b26c,goodreads_reviews_spoiler.json,6690798,fdb592bee32947b3,2,"This seems like it's a compilation of a series rather than one book. You get the initial story about the start of the virus, then the author kills off the main character and begins an entirely new story centered around civilization in the future and how they're surviving. After the author killed off the main character, the story took a huge plunge and I couldn't read it anymore.",71,medium,,2010-11-26,False,,
2d1cc62d773575ac,goodreads_reviews_spoiler.json,20759393,a75620d613cfc9d9,1,I really regret buying the whole trilogy to marathon.,9,short,,2016-04-20,False,,
